StartTime,EndTime,DK_Load,NE_Load,IT_Load,PO_Load,HU_Load,SP_Load,SE_Load,DE_Load,UK_Load,Wind_Onshore_SP,Wind_Onshore_PO,Solar_IT,Solar_DE,Wind_Offshore_NE,Biomass_IT,Solar_NE,Hydro_Water_Reservoir_IT,Hydro_Pumped_Storage_IT,Biomass_PO,Hydro_Pumped_Storage_PO,Hydro_Water_Reservoir_DE,Solar_SE,Wind_Offshore_SP,Wind_Offshore_IT,Solar_SP,Hydro_Run-of-river_and_poundage_DE,Hydro_Run-of-river_and_poundage_SP,Wind_Offshore_DK,Biomass_SP,Hydro_Run-of-river_and_poundage_PO,Wind_Onshore_IT,Hydro_Water_Reservoir_SP,Other_renewable_DE,Geothermal_DE,Hydro_Pumped_Storage_DE,Biomass_DK,Geothermal_SP,Solar_HU,Hydro_Pumped_Storage_SP,Wind_Onshore_DK,Marine_SP,Hydro_Run-of-river_and_poundage_NE,Wind_Onshore_UK,Hydro_Run-of-river_and_poundage_IT,Wind_Onshore_NE,Hydro_Run-of-river_and_poundage_HU,Solar_PO,Geothermal_IT,Other_renewable_SP,Biomass_HU,Other_renewable_HU,Wind_Onshore_DE,Hydro_Water_Reservoir_PO,Wind_Onshore_HU,Geothermal_HU,Wind_Offshore_DE,Wind_Onshore_SE,Hydro_Water_Reservoir_HU,Biomass_NE,Hydro_Water_Reservoir_SE,Solar_DK,Biomass_DE,Marine_SE,green_energy_SP,green_energy_UK,green_energy_DE,green_energy_DK,green_energy_HU,green_energy_SE,green_energy_IT,green_energy_PO,green_energy_NE,label
1641027600,1641031200,3818.0,42796.0,23636.0,15643.0,16045.0,20989.0,17657.0,179829.0,1095.0,4909.0,3525.0,4427.0,20112.0,7626.0,649.0,118.0,196.0,52.0,230.0,3.0,93.0,13.0,0.0,0.0,7033.0,5759.0,1059.0,610.0,501.0,208.0,1685.0,740.0,504.0,88.0,958.0,668.0,0.0,2889.0,3283.0,256.0,0.0,0.0,0.0,2083.0,5395.0,44.0,300.0,649.0,91.0,519.0,32.0,53701.0,0.0,685.0,0.0,16091.0,2141.0,36.0,84.0,9253.0,67.0,18235.0,0.0,17616.0,0.0,115541.0,1601.0,4205.0,11407.0,9741.0,4266.0,13223.0,1
1641031200,1641034800,3893.0,42494.0,24182.0,16235.0,16500.0,21514.0,17521.0,188335.0,1232.0,4490.0,3271.0,4720.0,28215.0,8285.0,661.0,147.0,246.0,61.0,231.0,0.0,137.0,12.0,0.0,0.0,7564.0,5744.0,1053.0,653.0,511.0,202.0,1951.0,705.0,504.0,75.0,1579.0,732.0,0.0,2982.0,3163.0,385.0,0.0,0.0,0.0,2069.0,5463.0,44.0,310.0,650.0,95.0,522.0,32.0,45898.0,0.0,715.0,0.0,17729.0,1894.0,36.0,83.0,9218.0,62.0,18071.0,0.0,17581.0,0.0,117952.0,1832.0,4331.0,11124.0,10358.0,4014.0,13978.0,1
1641034800,1641038400,3943.0,42294.0,23270.0,16712.0,16966.0,22105.0,17542.0,188528.0,1351.0,4262.0,2878.0,4516.0,30817.0,8667.0,656.0,146.0,201.0,16.0,230.0,4.0,100.0,8.0,0.0,0.0,7514.0,5708.0,1049.0,714.0,521.0,210.0,2296.0,747.0,504.0,68.0,3728.0,649.0,0.0,2393.0,2993.0,501.0,0.0,0.0,0.0,2000.0,5875.0,44.0,249.0,635.0,95.0,517.0,34.0,39805.0,0.0,821.0,0.0,20767.0,1770.0,36.0,84.0,9238.0,40.0,17918.0,0.0,17181.0,0.0,119415.0,1904.0,3845.0,11016.0,10320.0,3571.0,14772.0,1
1641038400,1641042000,3915.0,43153.0,22755.0,16874.0,17195.0,22384.0,17783.0,184922.0,1508.0,4113.0,2485.0,3544.0,25303.0,8729.0,646.0,122.0,184.0,0.0,230.0,15.0,167.0,2.0,0.0,0.0,7338.0,5707.0,1042.0,763.0,538.0,211.0,2561.0,867.0,504.0,68.0,5898.0,756.0,0.0,1513.0,2593.0,577.0,0.0,0.0,0.0,1877.0,6061.0,44.0,162.0,635.0,94.0,518.0,34.0,34783.0,0.0,881.0,0.0,22541.0,1723.0,36.0,83.0,9409.0,20.0,17853.0,0.0,16585.0,0.0,112824.0,2116.0,3026.0,11134.0,9447.0,3103.0,14995.0,3
1641042000,1641045600,3988.0,44379.0,22881.0,17032.0,17488.0,21106.0,18417.0,182733.0,1653.0,4709.0,1997.0,1603.0,15859.0,8642.0,648.0,78.0,221.0,0.0,230.0,152.0,361.0,0.0,0.0,0.0,6789.0,5684.0,1039.0,893.0,529.0,226.0,2476.0,958.0,504.0,68.0,8362.0,803.0,0.0,746.0,2322.0,799.0,0.0,0.0,0.0,2147.0,6192.0,44.0,51.0,634.0,91.0,518.0,35.0,33238.0,0.0,750.0,0.0,23767.0,1803.0,36.0,83.0,9813.0,3.0,17952.0,0.0,16437.0,0.0,105795.0,2498.0,2129.0,11616.0,7729.0,2656.0,14995.0,3
1641045600,1641049200,4213.0,45865.0,23818.0,17715.0,18052.0,20617.0,18620.0,183467.0,1682.0,4927.0,1458.0,154.0,4901.0,8468.0,642.0,48.0,477.0,121.0,229.0,395.0,265.0,0.0,0.0,0.0,4763.0,5666.0,1068.0,1034.0,530.0,247.0,2404.0,1404.0,504.0,72.0,8474.0,851.0,0.0,116.0,2012.0,1314.0,0.0,0.0,0.0,2674.0,6336.0,44.0,1.0,634.0,94.0,520.0,35.0,36258.0,38.0,766.0,0.0,24208.0,2043.0,36.0,80.0,10094.0,1.0,18166.0,0.0,14798.0,0.0,98514.0,3200.0,1517.0,12137.0,7106.0,2368.0,14932.0,3
1641049200,1641052800,4473.0,48406.0,26742.0,17887.0,19157.0,21096.0,18778.0,195571.0,1671.0,5379.0,1122.0,0.0,166.0,7766.0,687.0,1.0,716.0,1280.0,229.0,779.0,132.0,0.0,0.0,0.0,1679.0,5648.0,1161.0,1102.0,537.0,254.0,2222.0,1932.0,504.0,72.0,13009.0,875.0,0.0,0.0,1108.0,1793.0,0.0,0.0,0.0,3212.0,6717.0,44.0,0.0,645.0,92.0,519.0,33.0,44378.0,43.0,787.0,0.0,24503.0,2459.0,36.0,83.0,10115.0,1.0,18451.0,0.0,11888.0,0.0,106863.0,3771.0,1419.0,12574.0,8762.0,2427.0,14567.0,3
1641052800,1641056400,4407.0,52021.0,27672.0,17929.0,19169.0,23211.0,18621.0,207259.0,1741.0,5617.0,858.0,0.0,0.0,8433.0,702.0,0.0,502.0,1788.0,229.0,744.0,140.0,0.0,0.0,0.0,270.0,5615.0,1230.0,1415.0,538.0,259.0,1983.0,2778.0,504.0,81.0,15277.0,850.0,0.0,0.0,515.0,2073.0,0.0,0.0,0.0,3372.0,7006.0,44.0,0.0,652.0,92.0,520.0,32.0,53395.0,43.0,795.0,0.0,24220.0,2985.0,36.0,84.0,9945.0,1.0,18518.0,0.0,11040.0,0.0,117750.0,4339.0,1427.0,12930.0,8999.0,2133.0,15523.0,3
1641056400,1641060000,4133.0,51429.0,28393.0,17898.0,19117.0,24435.0,17942.0,208694.0,1977.0,6164.0,668.0,0.0,0.0,8783.0,707.0,0.0,552.0,2266.0,229.0,793.0,125.0,0.0,0.0,0.0,145.0,5597.0,1169.0,1748.0,534.0,257.0,1742.0,2863.0,504.0,87.0,15650.0,838.0,0.0,0.0,514.0,2205.0,0.0,0.0,0.0,3357.0,7265.0,44.0,0.0,652.0,94.0,521.0,32.0,61855.0,43.0,654.0,0.0,24213.0,3450.0,36.0,83.0,9775.0,1.0,18590.0,0.0,11483.0,0.0,126621.0,4792.0,1287.0,13225.0,9276.0,1990.0,16131.0,3
1641060000,1641063600,3970.0,49999.0,27996.0,17594.0,19077.0,24964.0,17481.0,203720.0,2083.0,6530.0,670.0,0.0,0.0,8880.0,697.0,0.0,742.0,2003.0,230.0,764.0,143.0,0.0,0.0,0.0,129.0,5600.0,1177.0,1962.0,538.0,237.0,1490.0,2980.0,504.0,89.0,12805.0,693.0,0.0,0.0,364.0,2396.0,0.0,0.0,0.0,2929.0,7162.0,44.0,0.0,653.0,94.0,518.0,32.0,69095.0,43.0,524.0,0.0,24412.0,4114.0,36.0,84.0,9553.0,1.0,18372.0,0.0,11812.0,0.0,131020.0,5052.0,1154.0,13667.0,8514.0,1944.0,16126.0,3
1641063600,1641067200,3821.0,47940.0,26693.0,16972.0,18695.0,25189.0,17048.0,196041.0,1925.0,6813.0,721.0,0.0,0.0,8434.0,698.0,0.0,745.0,1310.0,230.0,504.0,166.0,0.0,0.0,0.0,78.0,5614.0,1159.0,2075.0,540.0,217.0,1359.0,2931.0,504.0,100.0,7480.0,545.0,0.0,0.0,362.0,2476.0,0.0,0.0,0.0,2653.0,6735.0,44.0,0.0,653.0,91.0,519.0,34.0,71955.0,43.0,530.0,0.0,25190.0,4848.0,36.0,84.0,9212.0,1.0,17988.0,0.0,11974.0,0.0,128997.0,5097.0,1163.0,14060.0,7418.0,1715.0,15253.0,3
1641067200,1641070800,3619.0,46052.0,24635.0,16426.0,18142.0,24134.0,16461.0,191635.0,1801.0,6838.0,753.0,0.0,0.0,7701.0,654.0,0.0,582.0,243.0,229.0,422.0,156.0,0.0,0.0,0.0,49.0,5630.0,1106.0,2048.0,539.0,216.0,1391.0,2620.0,504.0,104.0,6210.0,472.0,0.0,0.0,374.0,2371.0,0.0,0.0,0.0,2433.0,6258.0,44.0,0.0,653.0,90.0,519.0,33.0,73594.0,5.0,476.0,0.0,26157.0,5364.0,36.0,83.0,8742.0,1.0,17750.0,0.0,11616.0,0.0,130105.0,4892.0,1108.0,14106.0,5956.0,1625.0,14042.0,3
1641070800,1641074400,3462.0,44113.0,22404.0,15411.0,17310.0,22552.0,16048.0,187527.0,1691.0,6562.0,878.0,0.0,0.0,7798.0,632.0,0.0,279.0,14.0,229.0,70.0,385.0,0.0,0.0,0.0,14.0,5609.0,1101.0,2056.0,535.0,216.0,1357.0,2559.0,504.0,108.0,5436.0,415.0,0.0,0.0,416.0,2275.0,0.0,0.0,0.0,2059.0,5735.0,44.0,0.0,653.0,92.0,518.0,33.0,74567.0,0.0,390.0,0.0,27148.0,5716.0,36.0,85.0,8332.0,1.0,17587.0,0.0,11279.0,0.0,131344.0,4747.0,1021.0,14048.0,4994.0,1393.0,13618.0,3
1641074400,1641078000,3351.0,42275.0,20428.0,14480.0,16380.0,21048.0,15924.0,176366.0,1534.0,6413.0,1329.0,0.0,0.0,8362.0,661.0,0.0,145.0,18.0,225.0,0.0,132.0,0.0,0.0,0.0,0.0,5583.0,1063.0,1950.0,534.0,211.0,1371.0,1385.0,504.0,109.0,1563.0,365.0,0.0,0.0,1253.0,1762.0,0.0,0.0,0.0,2049.0,5530.0,44.0,0.0,652.0,92.0,521.0,35.0,75714.0,0.0,363.0,0.0,27827.0,6177.0,36.0,84.0,7065.0,1.0,17455.0,0.0,10740.0,0.0,128887.0,4078.0,999.0,13242.0,4896.0,1765.0,13976.0,3
1641078000,1641081600,3173.0,41053.0,18989.0,13833.0,15480.0,19473.0,15328.0,170078.0,1385.0,6353.0,1861.0,0.0,0.0,8218.0,660.0,0.0,152.0,21.0,224.0,0.0,213.0,0.0,0.0,0.0,15.0,5534.0,1050.0,1838.0,538.0,210.0,1416.0,1001.0,504.0,112.0,735.0,361.0,0.0,0.0,1368.0,1760.0,0.0,0.0,0.0,1723.0,5890.0,44.0,0.0,651.0,87.0,519.0,30.0,74877.0,0.0,335.0,0.0,27734.0,6234.0,36.0,82.0,6519.0,1.0,17242.0,0.0,10412.0,0.0,126951.0,3960.0,964.0,12753.0,4623.0,2295.0,14190.0,3
1641081600,1641085200,3128.0,39562.0,18083.0,13451.0,14901.0,18375.0,15037.0,164923.0,626.0,6053.0,2306.0,0.0,0.0,8234.0,649.0,0.0,120.0,884.0,224.0,0.0,254.0,0.0,0.0,0.0,5.0,5535.0,1038.0,1861.0,537.0,210.0,1365.0,685.0,504.0,110.0,999.0,353.0,0.0,0.0,1734.0,1744.0,0.0,0.0,0.0,1622.0,6671.0,44.0,0.0,651.0,86.0,515.0,27.0,74062.0,0.0,271.0,0.0,27313.0,6296.0,36.0,81.0,6271.0,1.0,17313.0,0.0,10138.0,0.0,126090.0,3959.0,893.0,12567.0,5291.0,2740.0,14986.0,3
1641085200,1641088800,3093.0,38687.0,17740.0,13267.0,14342.0,17841.0,14770.0,162519.0,0.0,5959.0,2746.0,0.0,0.0,8664.0,643.0,0.0,119.0,1157.0,224.0,0.0,520.0,0.0,0.0,0.0,5.0,5529.0,1032.0,1853.0,544.0,210.0,1343.0,565.0,504.0,110.0,926.0,384.0,0.0,0.0,1985.0,1494.0,0.0,0.0,0.0,1601.0,6370.0,44.0,0.0,651.0,85.0,512.0,28.0,72507.0,0.0,114.0,0.0,26571.0,6257.0,36.0,82.0,5353.0,1.0,17326.0,0.0,10175.0,0.0,123993.0,3732.0,734.0,11610.0,5514.0,3180.0,15116.0,3
1641088800,1641092400,3063.0,38236.0,17737.0,13326.0,14142.0,17539.0,14706.0,162753.0,525.0,5816.0,3169.0,0.0,0.0,8794.0,642.0,0.0,129.0,1317.0,229.0,0.0,506.0,0.0,0.0,0.0,5.0,5522.0,1034.0,1826.0,545.0,209.0,1236.0,550.0,504.0,108.0,980.0,421.0,0.0,0.0,2087.0,1569.0,0.0,0.0,0.0,1638.0,6199.0,44.0,0.0,651.0,87.0,506.0,26.0,74839.0,0.0,33.0,0.0,24881.0,6034.0,36.0,84.0,5056.0,1.0,17325.0,0.0,10124.0,0.0,124665.0,3817.0,645.0,11090.0,5613.0,3607.0,15077.0,3
1641092400,1641096000,3149.0,38283.0,18409.0,13714.0,14436.0,17684.0,14752.0,163004.0,1008.0,5741.0,3345.0,0.0,0.0,8537.0,640.0,0.0,129.0,0.0,222.0,0.0,539.0,0.0,0.0,0.0,5.0,5513.0,1033.0,1831.0,548.0,208.0,1219.0,558.0,504.0,107.0,785.0,344.0,0.0,0.0,1904.0,1638.0,0.0,0.0,0.0,1648.0,6573.0,44.0,0.0,651.0,89.0,504.0,26.0,72383.0,0.0,64.0,0.0,24274.0,5732.0,36.0,84.0,5120.0,1.0,17368.0,0.0,9878.0,0.0,121473.0,3814.0,674.0,10852.0,4287.0,3775.0,15194.0,3
1641096000,1641099600,3260.0,38979.0,19869.0,14230.0,15008.0,18353.0,15202.0,162453.0,971.0,5585.0,3504.0,0.0,0.0,8003.0,642.0,0.0,154.0,0.0,233.0,0.0,471.0,0.0,0.0,0.0,5.0,5505.0,1029.0,1680.0,554.0,207.0,1071.0,664.0,504.0,104.0,994.0,395.0,0.0,0.0,1514.0,1624.0,0.0,0.0,0.0,1803.0,7163.0,44.0,0.0,651.0,87.0,500.0,26.0,72108.0,38.0,236.0,0.0,25189.0,5394.0,36.0,84.0,5448.0,1.0,17432.0,0.0,9438.0,0.0,122307.0,3700.0,842.0,10842.0,4321.0,3982.0,15250.0,3
1641099600,1641103200,3455.0,40264.0,21148.0,14542.0,16122.0,19223.0,15916.0,162596.0,942.0,5360.0,3522.0,46.0,0.0,7936.0,633.0,0.0,219.0,0.0,234.0,0.0,163.0,0.0,0.0,0.0,5.0,5495.0,1012.0,1660.0,544.0,207.0,961.0,696.0,504.0,104.0,1424.0,423.0,0.0,0.0,1290.0,1579.0,0.0,0.0,0.0,2033.0,7155.0,44.0,0.0,651.0,88.0,504.0,29.0,76162.0,43.0,358.0,0.0,23348.0,5004.0,36.0,83.0,6597.0,1.0,17612.0,0.0,8995.0,0.0,124812.0,3663.0,971.0,11601.0,4543.0,4006.0,15174.0,3
1641103200,1641106800,3722.0,42237.0,22332.0,14960.0,16881.0,19936.0,16545.0,171915.0,948.0,5082.0,3608.0,759.0,17.0,8475.0,643.0,0.0,331.0,158.0,235.0,0.0,98.0,0.0,0.0,0.0,88.0,5482.0,1014.0,1579.0,550.0,207.0,874.0,820.0,504.0,104.0,3903.0,548.0,0.0,122.0,1291.0,1511.0,0.0,0.0,0.0,2317.0,7326.0,44.0,62.0,652.0,84.0,518.0,32.0,84604.0,43.0,354.0,0.0,21701.0,4738.0,36.0,83.0,7221.0,1.0,17871.0,0.0,8929.0,0.0,134284.0,3639.0,1106.0,11959.0,5734.0,4155.0,15884.0,3
1641106800,1641110400,3905.0,44702.0,23775.0,15855.0,17859.0,21531.0,16960.0,185202.0,1010.0,4768.0,3643.0,2022.0,2801.0,8406.0,662.0,0.0,267.0,237.0,233.0,270.0,135.0,0.0,0.0,0.0,1620.0,5483.0,1032.0,1534.0,550.0,208.0,798.0,961.0,504.0,103.0,5948.0,575.0,0.0,924.0,1283.0,1385.0,0.0,0.0,0.0,2325.0,7759.0,44.0,258.0,652.0,85.0,518.0,35.0,90534.0,43.0,363.0,1.0,22052.0,4387.0,36.0,84.0,8378.0,3.0,18135.0,0.0,10299.0,0.0,145695.0,3497.0,1921.0,12765.0,6963.0,4655.0,16249.0,3
1641110400,1641114000,4097.0,46562.0,24697.0,16709.0,18359.0,23286.0,17299.0,195494.0,1119.0,4420.0,3771.0,3251.0,10724.0,8461.0,657.0,11.0,352.0,154.0,233.0,293.0,132.0,3.0,0.0,0.0,4216.0,5488.0,1022.0,1386.0,553.0,204.0,826.0,825.0,504.0,100.0,5718.0,651.0,0.0,2154.0,1339.0,1288.0,0.0,0.0,0.0,2499.0,8267.0,44.0,543.0,651.0,88.0,520.0,39.0,95388.0,43.0,344.0,4.0,20431.0,4095.0,36.0,84.0,8845.0,16.0,18273.0,0.0,12463.0,0.0,156758.0,3341.0,3141.0,12943.0,8390.0,5087.0,16823.0,3
1641114000,1641117600,4167.0,46441.0,25360.0,17032.0,18526.0,24126.0,17428.0,205032.0,1241.0,3990.0,3919.0,4117.0,18275.0,8657.0,668.0,75.0,390.0,68.0,231.0,284.0,153.0,5.0,0.0,0.0,5885.0,5523.0,1035.0,1197.0,549.0,199.0,1011.0,837.0,504.0,98.0,4511.0,710.0,0.0,2936.0,1398.0,1046.0,0.0,0.0,0.0,2504.0,7987.0,44.0,633.0,651.0,87.0,518.0,37.0,100958.0,43.0,287.0,4.0,22233.0,3771.0,36.0,84.0,9036.0,24.0,18298.0,0.0,13781.0,0.0,170553.0,2977.0,3862.0,12812.0,9409.0,5309.0,16803.0,1
1641117600,1641121200,4198.0,47998.0,26123.0,17414.0,18846.0,24202.0,17553.0,216802.0,1420.0,3880.0,4001.0,4476.0,22369.0,8800.0,656.0,71.0,364.0,82.0,233.0,284.0,162.0,5.0,0.0,0.0,6655.0,5529.0,1024.0,1052.0,540.0,194.0,1376.0,726.0,504.0,93.0,3134.0,716.0,0.0,3122.0,1483.0,837.0,0.0,0.0,0.0,2492.0,8023.0,44.0,705.0,651.0,89.0,521.0,39.0,107843.0,43.0,211.0,4.0,25154.0,3636.0,35.0,84.0,9129.0,30.0,18119.0,0.0,14397.0,0.0,182907.0,2635.0,3976.0,12770.0,10097.0,5460.0,16978.0,1
1641121200,1641124800,4212.0,48585.0,25308.0,18006.0,18756.0,24673.0,17792.0,217096.0,1562.0,3766.0,4039.0,4047.0,20298.0,8621.0,650.0,61.0,368.0,55.0,230.0,216.0,198.0,3.0,0.0,0.0,6915.0,5495.0,1032.0,736.0,548.0,191.0,1840.0,763.0,504.0,90.0,2569.0,678.0,0.0,2818.0,1342.0,740.0,0.0,0.0,0.0,2366.0,8473.0,44.0,600.0,651.0,87.0,516.0,39.0,116895.0,43.0,164.0,4.0,24647.0,3356.0,32.0,84.0,9257.0,26.0,17836.0,0.0,14453.0,0.0,188532.0,2180.0,3617.0,12616.0,9977.0,5319.0,17239.0,1
